Studio,Start time,,Classes,Teacher,Duration
Cre8ivity NJ,3:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=40&classId=304&classDate=2/29/2024&clsLoc=1,Intermediate Ballet Ages 9-12,Gianna Caridi,1 hour
Cre8ivity NJ,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=40&classId=364&classDate=2/29/2024&clsLoc=1,Intermediate Street Jazz Ages 9-12,David Thomas,1 hour
Cre8ivity NJ,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=40&classId=363&classDate=2/29/2024&clsLoc=1,Int/Advanced Street Jazz Ages 13+,David Thomas,1 hour &30 minutes
Cre8ivity NJ,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=338&classDate=2/29/2024&clsLoc=1,Adult Beg / Adv Beg Street Jazz,David Thomas,1 hour
