Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:00:00,Smart | Le Sserafim Part 3,Winnie Chung,none
ILD Queens,19:30:00,Killin' It | P1Harmony Part 3,Ying Dong,none
