Ballet Arts,09:00:00,Pilates / Stretch,Cancelled Today,none,2023-08-26,Additional Disciplines
Mark Morris,09:00:00,Pilates Flow,Lesley Garrison MMDG Dancer  (15),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=4950&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
BAE,10:00:00,Mat Pilates Class,Stephanie Rae Williams,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7865&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
PJM,11:30:00,Open Kpop Girl Groups,Joy,none,2023-08-26,Additional Disciplines
Ailey,11:30:00,Zumba Fitness,Will Negrillo,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823706&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
ILD Queens,12:00:00,Seven | Jung Kook Part 4,Cancelled Today,none,2023-08-26,Additional Disciplines
ILD NYC,12:00:00,Super Shy | Newjeans Part 4,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8159&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
Gibney 280,12:00:00,Embodiment Through Dance Movement Therapy At 280,Dani Cole,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12649&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
Steps,13:15:00,Pilates Mat,Kreichman (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085626&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
ILD Queens,13:30:00,Shhh | Kiss Of Life Part 4,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8259&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
Cumbe,16:00:00,Compas/Kompa Dance All Levels,Julio Jean & Robenson Mathurin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4025&classDate=8/26/2023&clsLoc=1,2023-08-26,Additional Disciplines
