Studio,Start time,Classes,Instructor,Sign up
ILD NYC,18:30:00,Eenie Meenie | Chung Ha Part 4,MJ Choi,none
ILD NYC,20:00:00,Tap | Taeyong Part 4,Ying Dong,none
